latitude,longitude,ev_workplace_charging,ev_level2_evse_num,station_region_encoded,station_subregion_encoded,access_hours,CHADEMO,J1772,J1772COMBO,NEMA515,NEMA520,TESLA,status_code_E,status_code_P,status_code_T,access_code_cleaned,ev_network_encoded
0.6072108401154921,0.23794681493563985,1.0,0.011834319526627219,0.007437070938215103,0.012229016120066704,0.0,0,1,0,1,0,0,True,False,False,0,92
0.5815287987542916,0.4907446033534768,0.0,0.11834319526627218,0.008009153318077803,0.012784880489160644,0.0,1,1,1,0,0,0,True,False,False,1,34
0.5837901516773059,0.4920683149761089,0.0,0.029585798816568046,0.008581235697940504,0.013340744858254585,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5837901516773059,0.4920683149761089,1.0,0.05917159763313609,0.009153318077803204,0.013896609227348526,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5817510126253467,0.49644914045913424,0.0,0.011834319526627219,0.009725400457665904,0.014452473596442467,0.0,0,1,0,0,0,0,True,False,False,1,92
0.5850450064785093,0.4919425436930567,0.0,0.11834319526627218,0.010297482837528604,0.015008337965536408,0.0,0,1,0,0,0,0,True,False,False,1,34
0.5891151149548293,0.488384835220927,0.0,0.11834319526627218,0.010869565217391304,0.01556420233463035,0.0,1,1,1,0,0,0,True,False,False,1,34
0.5867529244624805,0.5137457103188297,1.0,0.056213017751479286,0.011441647597254004,0.01612006670372429,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5765518616130407,0.5823882845917581,1.0,0.005917159763313609,0.012013729977116704,0.016675931072818232,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5905660408187288,0.535522915901339,1.0,0.029585798816568046,0.012585812356979404,0.01723179544191217,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5741581607227246,0.5828241256716638,0.0,0.011834319526627219,0.009725400457665904,0.017787659811006114,1.0,0,1,0,0,0,0,True,False,False,1,34
0.5697106154507239,0.588518700695488,1.0,0.01775147928994083,0.009725400457665904,0.018343524180100056,0.5,0,1,0,0,0,0,True,False,False,0,34
0.5824634041531169,0.5113648674731621,0.0,0.029585798816568046,0.013157894736842105,0.018899388549193995,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5806758896315998,0.16226487930313738,0.0,0.005917159763313609,0.013729977116704806,0.019455252918287938,0.0,0,1,0,0,0,0,True,False,False,1,92
0.6065997519701085,0.5184678318151441,1.0,0.014792899408284023,0.014302059496567507,0.020011117287381877,0.0,0,1,0,0,0,0,True,False,False,0,92
0.3663015932407703,0.5005834044169433,1.0,0.10946745562130178,0.014874141876430207,0.02056698165647582,1.0,0,1,0,0,0,0,True,False,False,0,34
0.6622365499335814,0.3941049380794368,0.0,0.0029585798816568047,0.015446224256292907,0.02112284602556976,0.6666666666666666,0,1,0,0,0,0,True,False,False,1,92
0.5328165771547759,0.4601448237645229,1.0,0.005917159763313609,0.016018306636155607,0.0216787103946637,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5719605308950833,0.586053085443524,1.0,0.056213017751479286,0.016590389016018305,0.02223457476375764,0.0,0,1,0,0,0,0,True,False,False,0,34
0.5196520392207447,0.4403302430125109,0.0,0.11834319526627218,0.017162471395881007,0.022790439132851583,0.0,0,1,0,0,0,0,True,False,False,1,34
0.6100146563119324,0.3546301888437142,0.0,0.01775147928994083,0.017734553775743706,0.023346303501945526,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5812412278623498,0.46804973569351205,0.0,0.03254437869822485,0.018306636155606407,0.023902167871039465,1.0,0,1,0,0,0,0,True,False,False,1,92
0.6126273032222613,0.3251909917875082,1.0,0.047337278106508875,0.01887871853546911,0.024458032240133407,0.0,0,1,0,0,0,0,True,False,False,0,92
0.7340851569303766,0.4470060830962268,0.0,0.01775147928994083,0.019450800915331808,0.025013896609227346,0.7083333333333333,0,1,0,0,0,0,True,False,False,1,92
0.5781759835823124,0.47169087660094533,0.0,0.008875739644970414,0.018306636155606407,0.02556976097832129,0.0,0,1,0,0,0,0,True,False,False,1,92
0.5761907640725923,0.497603496690715,1.0,0.023668639053254437,0.02002288329519451,0.026125625347415228,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5257269743130522,0.2698640798460872,0.0,0.023668639053254437,0.006864988558352403,0.02668148971650917,0.0,0,1,0,0,0,0,True,False,False,0,92
0.8011737707109106,0.24252015764994894,0.0,0.04142011834319526,0.0005720823798627002,0.027237354085603113,1.0,1,1,1,0,0,0,True,False,False,1,92
0.5839845888144737,0.47784370738872894,0.0,0.0,0.0005720823798627002,0.027793218454697052,1.0,1,0,0,0,0,0,True,False,False,1,92
0.3656643622870419,0.5016418756109431,0.0,0.005917159763313609,0.020594965675057208,0.028349082823790995,1.0,0,1,0,0,0,0,True,False,False,1,34
0.5762316122106554,0.586168894644743,1.0,0.01775147928994083,0.02116704805491991,0.028904947192884934,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5108206717721444,0.3843109663841915,1.0,0.047337278106508875,0.0005720823798627002,0.029460811561978877,1.0,1,1,1,0,0,0,True,False,False,1,92
0.40810181970284987,0.48454482625507467,1.0,0.005917159763313609,0.0005720823798627002,0.030016675931072816,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5471823771328843,0.22828857660530844,1.0,0.04437869822485207,0.0005720823798627002,0.030572540300166758,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5273854087183025,0.25560335971209724,0.0,0.005917159763313609,0.021739130434782608,0.0311284046692607,0.6666666666666666,0,1,0,0,0,0,True,False,False,1,181
0.5721620936757219,0.49540962324900306,0.0,0.2958579881656805,0.02231121281464531,0.03168426903835464,0.0,1,1,1,0,0,0,True,False,False,0,92
0.40214256653753466,0.5003829175201702,0.0,0.0029585798816568047,0.02288329519450801,0.03224013340744858,1.0,0,1,0,0,0,0,True,False,False,1,92
0.6948153909248518,0.20408445354868832,0.0,0.01775147928994083,0.02345537757437071,0.032795997776542525,0.20833333333333331,0,1,0,0,0,0,True,False,False,1,92
0.3997741914928099,0.3035433879795164,0.0,0.08284023668639053,0.0011441647597254005,0.033351862145636464,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5398081444651623,0.32091725868411913,1.0,0.011834319526627219,0.002860411899313501,0.0044469149527515284,0.0,0,1,0,0,0,0,True,False,False,0,92
0.6126371067754022,0.3284187062991464,1.0,0.023668639053254437,0.01887871853546911,0.024458032240133407,0.0,0,1,0,0,0,0,True,False,False,0,92
0.6060376815903936,0.3326202143092871,1.0,0.011834319526627219,0.01887871853546911,0.024458032240133407,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5008243154260583,0.3410954554227885,0.0,0.011834319526627219,0.02402745995423341,0.0339077265147304,0.0,0,1,0,0,0,0,True,False,False,1,34
0.80253462696664,0.05795466007509731,0.0,0.008875739644970414,0.02459954233409611,0.03446359088382434,1.0,0,1,0,0,0,0,True,False,False,1,26
0.5616488269231681,0.4776232963283462,1.0,0.005917159763313609,0.02517162471395881,0.03501945525291829,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5464378299508326,0.6106824648680913,0.0,0.01775147928994083,0.02574370709382151,0.03557531962201223,1.0,0,1,0,0,0,0,True,False,False,1,26
0.5339819418551315,0.338029624740841,0.0,0.008875739644970414,0.02631578947368421,0.03613118399110617,1.0,0,1,0,0,0,0,True,False,False,1,26
0.5861021562915099,0.24922513682295744,0.0,0.011834319526627219,0.02688787185354691,0.03668704836020011,1.0,0,1,0,0,0,0,True,False,False,1,64
0.5900611578323023,0.24824636228353825,0.0,0.008875739644970414,0.027459954233409613,0.03724291272929405,1.0,0,1,0,0,0,0,True,False,False,1,64
0.6071667241263796,0.3310499411614387,0.0,0.011834319526627219,0.02803203661327231,0.03779877709838799,1.0,0,1,0,0,0,0,True,False,False,1,64
0.6071128045841405,0.33114333567857557,0.0,0.008875739644970414,0.02803203661327231,0.03835464146748193,1.0,0,1,0,0,0,0,True,False,False,1,64
0.546989247136132,0.24937830383103687,0.0,0.023668639053254437,0.028604118993135013,0.038910505836575876,1.0,0,1,0,0,0,0,True,False,False,1,64
0.5381856564214118,0.4543755331270347,0.0,0.0029585798816568047,0.02917620137299771,0.039466370205669815,1.0,0,1,0,0,0,0,False,False,True,1,181
0.4241834048720392,0.28098549894463076,0.0,0.005917159763313609,0.029748283752860413,0.040022234574763754,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5803082563890527,0.4092211519902378,0.0,0.0029585798816568047,0.03032036613272311,0.0405780989438577,1.0,0,1,0,0,0,0,False,False,True,1,181
0.59582401314983,0.5059554570416367,0.0,0.005917159763313609,0.030892448512585814,0.04113396331295164,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6548185280618597,0.4773580558997139,0.0,0.01775147928994083,0.031464530892448515,0.04168982768204558,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5143695580067984,0.4163228710719693,0.0,0.01775147928994083,0.032036613272311214,0.04224569205113952,1.0,0,1,0,0,0,0,True,False,False,1,181
0.5747006239961578,0.5004688404759179,0.0,0.0029585798816568047,0.03260869565217391,0.042801556420233464,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6551828934533503,0.39290948826030103,0.0,0.005917159763313609,0.03318077803203661,0.0433574207893274,1.0,0,1,0,0,0,0,False,False,True,1,181
0.651014749445693,0.3749627978506851,0.0,0.0029585798816568047,0.033752860411899316,0.04391328515842134,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6509118121377782,0.3536140564974346,0.0,0.0029585798816568047,0.034324942791762014,0.04446914952751528,1.0,0,1,0,0,0,0,True,False,False,1,181
0.79617759463288,0.17741720576057673,0.0,0.0029585798816568047,0.03489702517162471,0.04502501389660923,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7532886835952226,0.24195779813086915,0.0,0.0029585798816568047,0.03546910755148741,0.045580878265703166,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8223089655127396,0.08924780055912152,0.0,0.0029585798816568047,0.036041189931350116,0.046136742634797105,1.0,0,1,0,0,0,0,False,True,False,1,181
0.8928684052723455,0.27928073769214734,0.0,0.0029585798816568047,0.036613272311212815,0.04669260700389105,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5778916805414198,0.2525350385096772,0.0,0.0029585798816568047,0.03718535469107551,0.04724847137298499,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7313434299037809,0.3473205113038489,0.0,0.0029585798816568047,0.03775743707093822,0.04780433574207893,1.0,0,1,0,0,0,0,False,False,True,1,181
0.917699171436368,0.21893791755132952,0.0,0.0029585798816568047,0.03832951945080092,0.04836020011117287,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5597632768703136,0.22668717195173826,0.0,0.0029585798816568047,0.038901601830663615,0.048916064480266815,1.0,0,1,0,0,0,0,True,False,False,1,181
0.5598286338912075,0.485959068296296,0.0,0.0029585798816568047,0.039473684210526314,0.049471928849360754,1.0,0,1,0,0,0,0,False,True,False,1,181
0.5330322553237394,0.4438792346630578,0.0,0.0029585798816568047,0.04004576659038902,0.05002779321845469,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5180671314640151,0.45326351574320256,0.0,0.0029585798816568047,0.04061784897025172,0.05058365758754864,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5831552082192957,0.4915845313774412,1.0,0.029585798816568046,0.009725400457665904,0.05113952195664258,0.0,0,1,0,0,0,0,True,False,False,0,34
0.36390462449940486,0.501015509716126,1.0,0.20710059171597633,0.041189931350114416,0.05169538632573652,0.0,0,1,0,0,0,0,True,False,False,0,34
0.4301782776137415,0.32757317460416857,1.0,0.008875739644970414,0.041762013729977114,0.052251250694830456,0.0,0,1,0,0,0,0,True,False,False,0,92
0.7924832890267268,0.243677502506074,0.0,0.0029585798816568047,0.04233409610983982,0.0528071150639244,1.0,0,1,0,0,0,0,False,False,True,1,181
0.67241100416161,0.5652634659327873,0.0,0.0029585798816568047,0.04290617848970252,0.05336297943301834,1.0,0,1,0,0,0,0,False,False,True,1,181
0.591015370337395,0.43755704848422283,0.0,0.0029585798816568047,0.043478260869565216,0.05391884380211228,1.0,0,1,0,0,0,0,False,False,True,1,181
0.56669112108532,0.3321557322441606,0.0,0.0029585798816568047,0.044050343249427915,0.054474708171206226,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7234564714071183,0.30844473223791624,0.0,0.0029585798816568047,0.04462242562929062,0.055030572540300166,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5014452071245685,0.39135042245453633,0.0,0.0029585798816568047,0.04519450800915332,0.055586436909394105,1.0,0,1,0,0,0,0,True,False,False,1,181
0.7445259410185514,0.3415263154617776,0.0,0.0029585798816568047,0.04576659038901602,0.056142301278488044,1.0,0,1,0,0,0,0,True,False,False,1,181
0.7643144130204291,0.30677234775137663,0.0,0.0029585798816568047,0.04633867276887872,0.05669816564758199,1.0,0,1,0,0,0,0,False,False,True,1,181
0.9864580252702879,0.20539197678834853,0.0,0.0029585798816568047,0.04691075514874142,0.05725403001667593,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8923945668708484,0.45877379225322557,0.0,0.0029585798816568047,0.04748283752860412,0.05780989438576987,1.0,0,1,0,0,0,0,False,False,True,1,181
0.9158642730747033,0.26501130073657464,0.0,0.0029585798816568047,0.04805491990846682,0.058365758754863814,1.0,0,1,0,0,0,0,False,False,True,1,181
0.9119052715339109,0.2156628831509977,0.0,0.0029585798816568047,0.04862700228832952,0.05892162312395775,1.0,0,1,0,0,0,0,False,False,True,1,181
0.875352723672151,0.24214707768555854,0.0,0.0029585798816568047,0.04919908466819222,0.05947748749305169,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6511078832004671,0.35645574033833327,0.0,0.0029585798816568047,0.04977116704805492,0.06003335186214563,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6507173750006103,0.38468205393220956,0.0,0.0029585798816568047,0.05034324942791762,0.06058921623123958,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5702743197559528,0.38429353274099753,0.0,0.0029585798816568047,0.05091533180778032,0.061145080600333516,1.0,0,1,0,0,0,0,False,False,True,1,181
0.9152597206314184,0.41379499280861864,0.0,0.0029585798816568047,0.05148741418764302,0.061700944969427456,1.0,0,1,0,0,0,0,False,False,True,1,181
0.795903095145114,0.1125877130173194,0.0,0.0029585798816568047,0.05205949656750572,0.0622568093385214,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5561882478272935,0.26630761663417957,0.0,0.0029585798816568047,0.05263157894736842,0.06281267370761534,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5569431214186409,0.507441052493931,1.0,0.07988165680473372,0.0005720823798627002,0.06336853807670928,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5476019692070366,0.4366654421607734,0.0,0.0029585798816568047,0.0005720823798627002,0.06392440244580322,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5494090908348142,0.460248180363493,0.0,0.0029585798816568047,0.0005720823798627002,0.06448026681489716,1.0,0,1,0,0,0,0,True,False,False,1,92
0.6076765088893765,0.5138292374648756,0.0,0.0029585798816568047,0.0005720823798627002,0.0650361311839911,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5510773287931983,0.46106631633344364,0.0,0.0029585798816568047,0.0005720823798627002,0.06448026681489716,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5600426781346428,0.44958003598802065,0.0,0.0029585798816568047,0.0005720823798627002,0.06559199555308505,1.0,0,1,0,0,0,0,False,False,True,1,92
0.54462495690521,0.5034848607487845,0.0,0.0029585798816568047,0.0005720823798627002,0.06614785992217899,1.0,0,1,0,0,0,0,True,False,False,1,92
0.5614086398713738,0.5050426812943272,0.0,0.0029585798816568047,0.0005720823798627002,0.06670372429127293,1.0,0,1,0,0,0,0,True,False,False,1,92
0.45070365002622026,0.47018162120428997,0.0,0.0029585798816568047,0.0005720823798627002,0.06725958866036687,1.0,0,1,0,0,0,0,True,False,False,1,92
0.47268321615364073,0.4451381927538307,0.0,0.0029585798816568047,0.0005720823798627002,0.0678154530294608,1.0,0,1,0,0,0,0,True,False,False,1,92
0.4518768085513116,0.47018162120428997,0.0,0.0029585798816568047,0.0005720823798627002,0.06725958866036687,1.0,0,1,0,0,0,0,True,False,False,1,92
0.47954080157117573,0.44836341674499636,0.0,0.0029585798816568047,0.0005720823798627002,0.06837131739855475,1.0,0,1,0,0,0,0,True,False,False,1,92
0.769475983745707,0.08762273596124714,0.0,0.0029585798816568047,0.05320366132723112,0.06892718176764868,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5839845888144737,0.47784370738872894,1.0,0.04142011834319526,0.0005720823798627002,0.027793218454697052,0.0,0,1,0,0,0,0,True,False,False,0,92
0.5351988405664443,0.4566057941958377,0.0,0.0029585798816568047,0.05377574370709382,0.06948304613674264,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5835515985510327,0.47790098935925585,0.0,0.0,0.05434782608695652,0.027793218454697052,1.0,1,0,1,0,0,0,False,False,True,1,181
0.8195786759647916,0.12706635369124797,0.0,0.0029585798816568047,0.054919908466819226,0.07003891050583658,1.0,0,1,0,0,0,0,False,False,True,1,181
0.585696942761956,0.246143117758038,0.0,0.005917159763313609,0.055491990846681924,0.07059477487493052,1.0,0,1,0,0,0,0,True,False,False,1,64
0.5684982427131047,0.47134718477792603,0.0,0.0,0.05606407322654462,0.07115063924402446,1.0,0,0,0,0,0,1,True,False,False,1,6
0.5503025049712136,0.25916169081435214,0.0,0.01775147928994083,0.05663615560640732,0.0717065036131184,1.0,0,1,0,0,0,0,True,False,False,1,26
0.5775191455223165,0.49951870692177636,0.0,0.03254437869822485,0.057208237986270026,0.07226236798221233,1.0,0,1,0,0,0,0,True,False,False,1,181
0.557969226646712,0.4849367096488777,0.0,0.0029585798816568047,0.057780320366132724,0.07281823235130627,1.0,0,1,0,0,0,0,False,False,True,1,181
0.580287015357257,0.4552858183538717,0.0,0.0029585798816568047,0.05835240274599542,0.07337409672040023,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5567568539090786,0.48458928204522067,0.0,0.0029585798816568047,0.05892448512585812,0.07392996108949416,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6574801927378573,0.42765100336842465,0.0,0.0029585798816568047,0.059496567505720827,0.0744858254585881,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6566681317532215,0.42904818534452716,0.0,0.0029585798816568047,0.060068649885583525,0.07504168982768204,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6575912996733777,0.4305499691797934,0.0,0.0029585798816568047,0.06064073226544622,0.07559755419677598,1.0,0,1,0,0,0,0,True,False,False,1,181
0.6299289405790276,0.525447515394518,0.0,0.0029585798816568047,0.06121281464530892,0.07615341856586992,1.0,0,1,0,0,0,0,True,False,False,1,181
0.5686845102226528,0.4945339302280729,0.0,0.0029585798816568047,0.06178489702517163,0.07670928293496386,1.0,0,1,0,0,0,0,False,False,True,1,181
0.6819694684676847,0.5086302760119281,0.0,0.0029585798816568047,0.062356979405034325,0.07726514730405781,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5715945315780573,0.41596548138647904,0.0,0.0029585798816568047,0.06292906178489703,0.07782101167315175,1.0,0,1,0,0,0,0,False,False,True,1,181
0.3954148781990128,0.4651271099377823,0.0,0.0029585798816568047,0.06350114416475973,0.07837687604224569,1.0,0,1,0,0,0,0,False,False,True,1,181
0.06392570213864701,0.43833907190753507,0.0,0.0029585798816568047,0.06407322654462243,0.07893274041133963,1.0,0,1,0,0,0,0,True,False,False,1,181
0.39011115595328505,0.45496329595476936,0.0,0.0029585798816568047,0.06464530892448513,0.07948860478043357,1.0,0,1,0,0,0,0,False,False,True,1,181
0.06407275543566016,0.4398632704269403,0.0,0.0029585798816568047,0.06521739130434782,0.08004446914952751,1.0,0,1,0,0,0,0,True,False,False,1,181
0.3929166060752607,0.4154773393769915,0.0,0.0029585798816568047,0.06578947368421052,0.08060033351862145,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5959089772769985,0.2487755978805808,1.0,0.023668639053254437,0.006864988558352403,0.011673151750972763,0.0,0,1,0,0,0,0,True,False,False,1,92
0.055517521400332726,0.4153104745064127,0.0,0.0029585798816568047,0.06636155606407322,0.0811561978877154,1.0,0,1,0,0,0,0,True,False,False,1,181
0.13057189027209404,0.45747125005448197,0.0,0.0029585798816568047,0.06693363844393593,0.08171206225680934,1.0,0,1,0,0,0,0,False,False,True,1,181
0.13008988224299145,0.470570142395502,0.0,0.0029585798816568047,0.06750572082379863,0.08226792662590328,1.0,0,1,0,0,0,0,False,False,True,1,181
0.839613870720541,0.24103256978125387,0.0,0.0029585798816568047,0.06807780320366133,0.08282379099499722,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8366335905676721,0.26420810788934546,0.0,0.0029585798816568047,0.06864988558352403,0.08337965536409116,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8199152646224022,0.18347041573011325,0.0,0.0029585798816568047,0.06922196796338673,0.0839355197331851,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7889654473769809,0.21993537099416471,0.0,0.0029585798816568047,0.06979405034324943,0.08449138410227904,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8078634299691316,0.3269941285980167,0.0,0.0029585798816568047,0.07036613272311212,0.08504724847137299,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8078258496821178,0.30597662646550816,0.0,0.0029585798816568047,0.07093821510297482,0.08560311284046693,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8078519924904768,0.29399722306970943,0.0,0.0029585798816568047,0.07151029748283753,0.08615897720956087,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8078634299691316,0.2966010622069746,0.0,0.0029585798816568047,0.07208237986270023,0.0867148415786548,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8060857190007624,0.3178999931510589,0.0,0.0029585798816568047,0.07265446224256293,0.08727070594774874,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7838267516090056,0.251168988039268,0.0,0.0029585798816568047,0.07322654462242563,0.08782657031684268,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8515578662893333,0.3430305898174879,0.0,0.0029585798816568047,0.07379862700228833,0.08838243468593662,1.0,0,1,0,0,0,0,False,False,True,1,181
0.4251719298130965,0.46399765891075617,0.0,0.0029585798816568047,0.07437070938215103,0.08893829905503056,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5784798937294795,0.2649116799182991,0.0,0.005917159763313609,0.07494279176201372,0.08949416342412451,1.0,0,1,0,0,0,0,True,False,False,1,975
0.5306973757522115,0.2696125372799827,0.0,0.0029585798816568047,0.07551487414187644,0.09005002779321845,1.0,0,1,0,0,0,0,False,False,True,1,181
0.5722399321594054,0.4377114607525243,0.0,0.005917159763313609,0.07608695652173914,0.0906058921623124,1.0,0,1,0,0,0,0,True,False,False,1,181
0.5540134929569689,0.475304621783323,0.0,0.0029585798816568047,0.07665903890160183,0.09116175653140633,1.0,0,1,0,0,0,0,False,False,True,1,181
0.8743854397628894,0.047967423992417935,0.0,0.0029585798816568047,0.07723112128146453,0.09171762090050027,1.0,0,1,0,0,0,0,False,False,True,1,181
0.42502814436711844,0.4213337982304779,0.0,0.0029585798816568047,0.07780320366132723,0.09227348526959421,1.0,0,1,0,0,0,0,False,False,True,1,181
0.567493378516815,0.4936722101501232,0.0,0.0029585798816568047,0.07837528604118993,0.09282934963868815,1.0,0,1,0,0,0,0,False,False,True,1,181
0.7690264908344986,0.33721397929130603,0.0,0.005917159763313609,0.07894736842105263,0.0933852140077821,1.0,0,1,0,0,0,0,False,False,True,1,64
0.40100568115904167,0.33915770598159156,0.0,0.02071005917159763,0.07951945080091533,0.09394107837687604,1.0,0,1,0,0,0,0,True,False,False,1,64
0.4648266486716963,0.30521664414820293,0.0,0.0029585798816568047,0.08009153318077804,0.09449694274596998,0.0,0,1,0,0,0,0,True,False,False,0,92
0.6462910707604053,0.37849933689892623,0.0,0.0029585798816568047,0.08066361556064074,0.09505280711506392,1.0,0,1,0,0,0,0,False,False,True,1,181
0.570025963076553,0.2519298420387486,0.0,0.0029585798816568047,0.08123569794050343,0.09560867148415786,1.0,0,1,0,0,0,0,False,False,True,1,181
